"仓库代码","仓库纬度","仓库经度","收件人区","avg(`目的地网点纬度`)","avg(`目的地网点经度`)",distance
"757DCB",22.807,113.189,"宝安区",22.6625,113.94,78.7019370236
"757DCB",22.807,113.189,"寮步镇",23.0004,113.855,71.5490357382
"757DCB",22.807,113.189,"封开县",23.4192,111.505,185.243462539
"757DCB",22.807,113.189,"小榄镇",22.6338,113.25,20.25609433
"757DCB",22.807,113.189,"常平镇",22.971,113.999,84.9827454159
"757DCB",22.807,113.189,"广宁县",23.6225,112.421,119.963586384
"757DCB",22.807,113.189,"开平市",22.3788,112.702,69.0626811565
"757DCB",22.807,113.189,"德庆县",23.1382,111.865,140.503466387
"757DCB",22.807,113.189,"怀集县",23.9059,112.186,159.467627304
"757DCB",22.807,113.189,"恩平市",22.3099,112.701,74.6320646229
"757DCB",22.807,113.189,"惠东县",22.886,114.764,161.681454332
"757DCB",22.807,113.189,"惠城区",23.0275,114.432,129.685495691
"757DCB",22.807,113.189,"惠阳区",22.8068,114.433,127.551290821
"757DCB",22.807,113.189,"斗门区",22.2061,113.398,70.2036342862
"757DCB",22.807,113.189,"新会区",22.4936,113.016,39.1222061066
"757DCB",22.807,113.189,"望牛墩镇",23.0641,113.661,56.1739530002
"757DCB",22.807,113.189,"板芙镇",22.549,113.334,32.3263026786
"757DCB",22.807,113.189,"桥头镇",22.9725,114.056,90.7293429052
"757DCB",22.807,113.189,"樟木头镇",22.8984,114.067,90.5663875048
"757DCB",22.807,113.189,"横栏镇",22.5744,113.226,26.1491945227
"757DCB",22.807,113.189,"横沥镇",23.0282,113.97,83.7107133634
"757DCB",22.807,113.189,"民众镇",22.567,113.325,30.123466794
"757DCB",22.807,113.189,"江海区",22.5789,113.119,26.368815725
"757DCB",22.807,113.189,"沙溪镇",22.5077,113.328,36.2196711068
"757DCB",22.807,113.189,"沙田镇",22.8716,113.629,45.6727468691
"757DCB",22.807,113.189,"洪梅镇",22.9842,113.614,47.800975593
"757DCB",22.807,113.189,"海珠区",23.0873,113.306,33.4016018031
"757DCB",22.807,113.189,"清溪镇",22.8167,114.18,101.612537488
"757DCB",22.807,113.189,"港口镇",22.5907,113.392,31.8238296542
"757DCB",22.807,113.189,"火炬开发区",22.5601,113.474,40.1206357691
"757DCB",22.807,113.189,"番禺区",22.9879,113.38,28.0694098875
"757DCB",22.807,113.189,"白云区",23.2591,113.166,50.3420897059
"757DCB",22.807,113.189,"盐田区",22.6661,114.093,94.052835437
"757DCB",22.807,113.189,"石岐区",22.5366,113.388,36.3558946663
"757DCB",22.807,113.189,"石排镇",23.0796,113.942,82.8759173065
"757DCB",22.807,113.189,"石碣镇",23.1046,113.807,71.429240257
"757DCB",22.807,113.189,"石龙镇",23.098,113.861,76.0594494216
"757DCB",22.807,113.189,"神湾镇",22.325,113.36,56.416521825
"757DCB",22.807,113.189,"禅城区",23.0062,113.097,24.0787110873
"757DCB",22.807,113.189,"福田区",22.5409,114.069,95.0432547916
"757DCB",22.807,113.189,"端州区",23.0803,112.485,78.2564177731
"757DCB",22.807,113.189,"罗湖区",22.5565,114.116,99.1316613139
"757DCB",22.807,113.189,"花都区",23.4249,113.224,68.8221131658
"757DCB",22.807,113.189,"茶山镇",22.935,113.905,74.7477501201
"757DCB",22.807,113.189,"荔湾区",23.0984,113.239,32.8144521172
"757DCB",22.807,113.189,"莞城区",23.0385,113.749,62.8834847036
"757DCB",22.807,113.189,"莞城街道",23.0385,113.749,62.8834847036
"757DCB",22.807,113.189,"萝岗区",23.1738,113.509,52.3277671052
"757DCB",22.807,113.189,"蓬江区",22.612,113.068,24.9918024024
"757DCB",22.807,113.189,"虎门镇",22.8176,113.708,53.2258065676
"757DCB",22.807,113.189,"西区街道",22.5201,113.359,36.3707477651
"757DCB",22.807,113.189,"谢岗镇",22.9641,114.136,98.60357741
"757DCB",22.807,113.189,"越秀区",23.0587,113.324,31.2258362649
"757DCB",22.807,113.189,"道滘镇",23.0044,113.675,54.4209769198
"757DCB",22.807,113.189,"金唐区",22.3804,113.54,59.5887508206
"757DCB",22.807,113.189,"金湾区",22.1313,113.383,77.7582123024
"757DCB",22.807,113.189,"长安镇",22.7892,113.769,59.506174192
"757DCB",22.807,113.189,"阜沙镇",22.6677,113.35,22.6464559915
"757DCB",22.807,113.189,"顺德区",22.8716,113.177,7.28998080286
"757DCB",22.807,113.189,"香洲区",22.271,113.539,69.6227755256
"757DCB",22.807,113.189,"高埗镇",22.8583,113.672,49.8419925479
"757DCB",22.807,113.189,"高新区",22.3978,113.343,48.1841366262
"757DCB",22.807,113.189,"高明区",22.8715,112.862,34.2796339189
"757DCB",22.807,113.189,"高要市",23.0463,112.555,70.1913968118
"757DCB",22.807,113.189,"鹤山市",22.7592,112.969,23.1793147681
"757DCB",22.807,113.189,"麻涌镇",23.054,113.558,46.7298390033
"757DCB",22.807,113.189,"黄圃镇",22.7073,113.33,18.2247972125
"757DCB",22.807,113.189,"黄埔区",23.1005,113.477,43.9985331636
"757DCB",22.807,113.189,"黄江镇",22.9155,114.021,86.1234318099
"757DCB",22.807,113.189,"鼎湖区",23.1852,112.574,75.7288596219
"757DCB",22.807,113.189,"龙华新区",22.6685,114.018,86.4272526041
"757DCB",22.807,113.189,"龙岗区",22.6699,114.186,103.407562343
"757DCB",22.807,113.189,"龙门县",23.1604,114.364,126.577688754
"760DCA",22.674,113.448,"万江区",23.0261,113.706,47.2564156874
"760DCA",22.674,113.448,"万江街道",23.0471,113.738,51.0459479105
"760DCA",22.674,113.448,"东凤镇",22.7017,113.258,19.7402706928
"760DCA",22.674,113.448,"东区街道",22.5137,113.399,18.5265914695
"760DCA",22.674,113.448,"东升镇",22.6104,113.305,16.2955667242
"760DCA",22.674,113.448,"东坑镇",22.9808,113.945,61.3235510659
"760DCA",22.674,113.448,"东城区",23.0216,113.772,50.968831725
"760DCA",22.674,113.448,"东城街道",23.0281,113.783,52.2528302599
"760DCA",22.674,113.448,"东山区",23.1205,113.296,52.0489711852
"760DCA",22.674,113.448,"东莞市",23.0205,113.752,49.5622717686
"760DCA",22.674,113.448,"丬乡镇",22.3582,113.441,35.1337443817
"760DCA",22.674,113.448,"丬水区",23.1558,112.897,77.8372435293
"760DCA",22.674,113.448,"丬角镇",22.5206,113.306,22.4448297311
"760DCA",22.674,113.448,"中堂镇",23.1007,113.667,52.4998981822
"760DCA",22.674,113.448,"中山市",22.5257,113.382,17.8334372902
"760DCA",22.674,113.448,"五桂山街道",22.4461,113.403,25.7672617138
"760DCA",22.674,113.448,"从化区",23.5468,113.587,98.1173085298
"760DCA",22.674,113.448,"从化市",23.5237,113.599,95.7663123492
"760DCA",22.674,113.448,"企石镇",23.0588,114.028,73.2491771698
"760DCA",22.674,113.448,"光明新区",22.7489,113.936,50.7596535541
"760DCA",22.674,113.448,"凤岗镇",22.7542,114.086,66.0658087444
"760DCA",22.674,113.448,"南区街道",22.4854,113.354,23.092782457
"760DCA",22.674,113.448,"南城区",22.9835,113.754,46.5747852434
"760DCA",22.674,113.448,"南城街道",22.9863,113.744,46.1244350999
"760DCA",22.674,113.448,"南头镇",22.7106,113.289,16.8167006158
"760DCA",22.674,113.448,"南山区",22.5426,113.945,53.0847483763
"760DCA",22.674,113.448,"南朗镇",22.5348,113.511,16.7803273321
"760DCA",22.674,113.448,"南沙区",23.1586,113.364,54.5846468966
"760DCA",22.674,113.448,"南海区",23.0874,113.101,58.1280847735
"760DCA",22.674,113.448,"南湾区",22.2195,113.509,50.9414105645
"760DCA",22.674,113.448,"博罗县",23.1926,114.103,88.4837209315
"760DCA",22.674,113.448,"厚街镇",22.9267,113.675,36.4942224979
"760DCA",22.674,113.448,"古镇镇",22.6317,113.193,26.5950028172
"760DCA",22.674,113.448,"台山市",22.3586,112.796,75.6230865737
"760DCA",22.674,113.448,"四会市",23.2778,112.803,94.198259781
"760DCA",22.674,113.448,"坦洲镇",22.2781,113.466,44.074736203
"760DCA",22.674,113.448,"坪山新区",22.6866,114.351,92.6839987926
"760DCA",22.674,113.448,"塘厦镇",22.8064,114.081,66.5843838475
"760DCA",22.674,113.448,"增城区",23.2611,113.811,75.143159543
"760DCA",22.674,113.448,"增城市",23.2008,113.677,63.116801225
"760DCA",22.674,113.448,"大亚湾区",22.7409,114.535,111.782782419
"760DCA",22.674,113.448,"大岭山镇",22.902,113.843,47.7902680499
"760DCA",22.674,113.448,"大旺高新技术开发区",23.2955,112.817,94.6242516554
"760DCA",22.674,113.448,"大朗镇",22.9219,113.91,54.8139395525
"760DCA",22.674,113.448,"大涌镇",22.4734,113.28,28.2062072757
"760DCA",22.674,113.448,"大鹏新区",22.5969,114.475,105.781903066
"760DCA",22.674,113.448,"天河区",23.1402,113.361,52.6159007919
"760DCA",22.674,113.448,"宝安区",22.6625,113.94,50.5138389402
"760DCA",22.674,113.448,"寮步镇",23.0004,113.855,55.3063056717
"760DCA",22.674,113.448,"封开县",23.4192,111.505,215.449480746
"760DCA",22.674,113.448,"小榄镇",22.6338,113.25,20.8104089122
"760DCA",22.674,113.448,"常平镇",22.971,113.999,65.4398626883
"760DCA",22.674,113.448,"广宁县",23.6225,112.421,148.871551016
"760DCA",22.674,113.448,"开平市",22.3788,112.702,83.3834486657
"760DCA",22.674,113.448,"德庆县",23.1382,111.865,170.210928666
"760DCA",22.674,113.448,"怀集县",23.9059,112.186,188.144742441
"760DCA",22.674,113.448,"恩平市",22.3099,112.701,86.7957184223
"760DCA",22.674,113.448,"惠东县",22.886,114.764,137.004706457
"760DCA",22.674,113.448,"惠城区",23.0275,114.432,108.253347521
"760DCA",22.674,113.448,"惠阳区",22.8068,114.433,102.118468446
"760DCA",22.674,113.448,"斗门区",22.2061,113.398,52.2976752213
"760DCA",22.674,113.448,"新会区",22.4936,113.016,48.693279085
"760DCA",22.674,113.448,"望牛墩镇",23.0641,113.661,48.5725128209
"760DCA",22.674,113.448,"板芙镇",22.549,113.334,18.175055026
"760DCA",22.674,113.448,"桥头镇",22.9725,114.056,70.6239963565
"760DCA",22.674,113.448,"樟木头镇",22.8984,114.067,68.2086986947
"760DCA",22.674,113.448,"横栏镇",22.5744,113.226,25.3425783715
"760DCA",22.674,113.448,"横沥镇",23.0282,113.97,66.4450958071
"760DCA",22.674,113.448,"民众镇",22.567,113.325,17.3532288834
"760DCA",22.674,113.448,"江海区",22.5789,113.119,35.3955846781
"760DCA",22.674,113.448,"沙溪镇",22.5077,113.328,22.2266805038
"760DCA",22.674,113.448,"沙田镇",22.8716,113.629,28.7692381238
"760DCA",22.674,113.448,"洪梅镇",22.9842,113.614,38.4720031091
"760DCA",22.674,113.448,"海珠区",23.0873,113.306,48.2194443261
"760DCA",22.674,113.448,"清溪镇",22.8167,114.18,76.74753876
"760DCA",22.674,113.448,"港口镇",22.5907,113.392,10.9042109843
"760DCA",22.674,113.448,"火炬开发区",22.5601,113.474,12.9472831635
"760DCA",22.674,113.448,"番禺区",22.9879,113.38,35.6041520311
"760DCA",22.674,113.448,"白云区",23.2591,113.166,71.2007759948
"760DCA",22.674,113.448,"盐田区",22.6661,114.093,66.2061166288
"760DCA",22.674,113.448,"石岐区",22.5366,113.388,16.4781143474
"760DCA",22.674,113.448,"石排镇",23.0796,113.942,67.8105581865
"760DCA",22.674,113.448,"石碣镇",23.1046,113.807,60.3926715293
"760DCA",22.674,113.448,"石龙镇",23.098,113.861,63.3665182893
"760DCA",22.674,113.448,"神湾镇",22.325,113.36,39.8586227837
"760DCA",22.674,113.448,"禅城区",23.0062,113.097,51.5745288504
"760DCA",22.674,113.448,"福田区",22.5409,114.069,65.4621111876
"760DCA",22.674,113.448,"端州区",23.0803,112.485,108.54379226
"760DCA",22.674,113.448,"罗湖区",22.5565,114.116,69.8223482831
"760DCA",22.674,113.448,"花都区",23.4249,113.224,86.6118560952
"760DCA",22.674,113.448,"茶山镇",22.935,113.905,55.1227899729
"760DCA",22.674,113.448,"荔湾区",23.0984,113.239,51.8371084081
"760DCA",22.674,113.448,"莞城区",23.0385,113.749,50.9466408636
"760DCA",22.674,113.448,"莞城街道",23.0385,113.749,50.9466408636
"760DCA",22.674,113.448,"萝岗区",23.1738,113.509,55.9427979424
"760DCA",22.674,113.448,"蓬江区",22.612,113.068,39.6143065066
"760DCA",22.674,113.448,"虎门镇",22.8176,113.708,31.0877268685
"760DCA",22.674,113.448,"西区街道",22.5201,113.359,19.4052858722
"760DCA",22.674,113.448,"谢岗镇",22.9641,114.136,77.5668568943
"760DCA",22.674,113.448,"越秀区",23.0587,113.324,44.6374466844
"760DCA",22.674,113.448,"道滘镇",23.0044,113.675,43.4977963929
"760DCA",22.674,113.448,"金唐区",22.3804,113.54,33.9975161848
"760DCA",22.674,113.448,"金湾区",22.1313,113.383,60.7333814162
"760DCA",22.674,113.448,"长安镇",22.7892,113.769,35.3364857682
"760DCA",22.674,113.448,"阜沙镇",22.6677,113.35,10.082667487
"760DCA",22.674,113.448,"顺德区",22.8716,113.177,35.4338226501
"760DCA",22.674,113.448,"香洲区",22.271,113.539,45.7910461395
"760DCA",22.674,113.448,"高埗镇",22.8583,113.672,30.7905288155
"760DCA",22.674,113.448,"高新区",22.3978,113.343,32.5605175897
"760DCA",22.674,113.448,"高明区",22.8715,112.862,63.9886636831
"760DCA",22.674,113.448,"高要市",23.0463,112.555,100.45847448
"760DCA",22.674,113.448,"鹤山市",22.7592,112.969,50.051363403
"760DCA",22.674,113.448,"麻涌镇",23.054,113.558,43.7450456809
"760DCA",22.674,113.448,"黄圃镇",22.7073,113.33,12.6630639419
"760DCA",22.674,113.448,"黄埔区",23.1005,113.477,47.5325094242
"760DCA",22.674,113.448,"黄江镇",22.9155,114.021,64.6059740241
"760DCA",22.674,113.448,"鼎湖区",23.1852,112.574,106.062514121
"760DCA",22.674,113.448,"龙华新区",22.6685,114.018,58.5052743094
"760DCA",22.674,113.448,"龙岗区",22.6699,114.186,75.7457477351
"760DCA",22.674,113.448,"龙门县",23.1604,114.364,108.322310854
